order_id,worker_id,estimated_profit
46095,2129,45.82288
46095,2253,48.02609
46095,2318,47.96942
46095,2353,47.4875
46095,2679,46.54466
46095,2971,46.56575
46095,3026,47.43131
46095,3036,46.18074
46095,3114,46.85544
46095,3121,46.50597
46095,3124,44.19992
46095,3363,48.05792
46095,3364,46.49061
46095,3562,46.50638
46095,3970,47.48905
46095,3986,47.2163
46095,4044,41.83271
46095,4244,46.73843
46095,1048,46.05291
23361,58,45.26259
23361,110,45.23659
23361,149,43.82662
23361,411,44.89715
23361,475,43.80942
23361,770,43.8452
23361,772,43.9212
23361,813,43.86849
23361,935,43.55938
23361,976,47.2623
23361,1057,44.20187
23361,1072,43.86334
23361,1096,43.46629
23361,1121,43.80113
23361,1279,43.78351
23361,1339,43.79958
23361,1493,47.45329
23361,1511,43.82667
23361,1534,48.61602
23361,1751,45.1566
23361,1886,45.32978
23361,2129,45.97353
23361,2253,43.7936
23361,2318,43.79362
23361,2353,43.85717
23361,2679,45.30091
23361,2971,45.27846
23361,3026,43.55002
23361,3036,42.95292
23361,3114,44.90461
23361,3121,45.34448
23361,3124,45.20086
23361,3363,43.7692
23361,3364,45.24299
23361,3562,45.34034
23361,3970,43.49439
23361,3986,44.10767
23361,4044,43.39836
23361,4244,45.11245
23361,1048,41.97101
36317,58,43.6653
36317,110,43.6738
36317,149,42.51373
36317,411,43.3616
36317,475,42.56101
36317,770,42.5735
36317,772,42.4901
36317,813,42.40216
36317,935,42.25196
36317,976,41.33201
36317,1057,40.4008
36317,1072,42.57898
36317,1096,41.7129
36317,1121,42.55242
36317,1279,42.55037
36317,1339,42.56335
36317,1493,41.60148
36317,1511,42.55864
36317,1534,40.22815
36317,1751,43.50624
36317,1886,43.65458
36317,2129,42.94219
36317,2253,42.5568
36317,2318,42.54837
36317,2353,42.48217
36317,2679,43.64559
36317,2971,43.6495
36317,3026,42.25075
36317,3036,41.30281
36317,3114,43.36862
36317,3121,43.65118
36317,3124,40.90222
36317,3363,42.53453
36317,3364,43.30309
36317,3562,43.62706
36317,3970,42.21476
36317,3986,42.60754
36317,4044,38.38499
36317,4244,43.88547
36317,1048,40.62889
16964,58,46.78735
16964,110,46.79585
16964,149,45.63579
16964,411,46.48365
16964,475,45.68306
16964,770,45.69555
16964,772,45.61215
16964,813,45.52421
16964,935,45.37401
16964,976,44.45406
16964,1057,43.52285
16964,1072,45.70103
16964,1096,44.83495
16964,1121,45.67447
16964,1279,45.67242
16964,1339,45.6854
16964,1493,44.72353
16964,1511,45.6807
16964,1534,43.3502
16964,1751,46.62829
16964,1886,46.77663
16964,2129,46.06424
16964,2253,45.67885
16964,2318,45.67042
16964,2353,45.60422
16964,2679,46.76764
16964,2971,46.77155
16964,3026,45.3728
16964,3036,44.42486
16964,3114,46.49067
16964,3121,46.77323
16964,3124,44.02427
16964,3363,45.65659
16964,3364,46.42515
16964,3562,46.74911
16964,3970,45.33681
16964,3986,45.7296
16964,4044,41.50704
16964,4244,47.00752
16964,1048,43.75094
42727,58,43.73741
42727,110,43.71587
42727,149,42.3038
42727,411,43.28808
42727,475,42.31828
42727,770,42.34467
42727,772,42.32328
42727,813,42.2444
42727,935,42.03727
42727,976,41.44711
42727,1057,40.27445
42727,1072,42.35665
42727,1096,41.60857
42727,1121,42.30987
42727,1279,42.29499
42727,1339,42.31108
42727,1493,41.77116
42727,1511,42.32775
42727,1534,40.40117
42727,1751,43.52999
42727,1886,43.80754
42727,2129,43.14872
42727,2253,42.30506
42727,2318,42.3034
42727,2353,42.29593
42727,2679,43.76235
42727,2971,43.7415
42727,3026,41.95909
42727,3036,41.0169
42727,3114,43.29639
42727,3121,43.82325
42727,3124,40.83895
42727,3363,42.28075
42727,3364,43.39207
42727,3562,43.78533
42727,3970,41.92503
42727,3986,42.4663
42727,4044,38.30995
42727,4244,43.59724
42727,1048,40.33708
49252,58,48.10705
49252,110,48.13288
49252,149,49.47998
49252,411,48.50031
49252,475,49.19579
49252,770,49.31971
49252,772,49.31795
49252,813,49.23839
49252,935,49.26926
49252,976,45.56758
49252,1057,45.03891
49252,1072,49.37059
49252,1096,48.47945
49252,1121,49.19724
49252,1279,49.06511
49252,1339,49.09995
49252,1493,45.91554
49252,1511,49.3038
49252,1534,44.56241
49252,1751,48.23911
49252,1886,48.0333
49252,2129,47.42116
49252,2253,49.10501
49252,2318,49.17336
49252,2353,49.45259
49252,2679,48.06978
49252,2971,48.09373
49252,3026,48.29897
49252,3036,47.04683
49252,3114,48.4929
49252,3121,48.01637
49252,3124,45.33036
49252,3363,49.08038
49252,3364,48.14485
49252,3562,48.02971
49252,3970,48.35419
49252,3986,49.14517
49252,4044,42.89413
49252,4244,48.17326
49252,1048,46.99252
61601,58,44.75861
61601,110,44.78445
61601,149,46.13155
61601,411,45.15187
61601,475,45.84736
61601,770,45.97128
61601,772,45.96951
61601,813,45.88995
61601,935,45.92083
61601,976,42.21915
61601,1057,41.69048
61601,1072,46.02215
61601,1096,45.13102
61601,1121,45.8488
61601,1279,45.71668
61601,1339,45.75152
61601,1493,42.56711
61601,1511,45.95537
61601,1534,41.21398
61601,1751,44.89067
61601,1886,44.68486
61601,2129,44.07273
61601,2253,45.75658
61601,2318,45.82493
61601,2353,46.10415
61601,2679,44.72135
61601,2971,44.7453
61601,3026,44.95053
61601,3036,43.6984
61601,3114,45.14446
61601,3121,44.66794
61601,3124,41.98193
61601,3363,45.73195
61601,3364,44.79642
61601,3562,44.68128
61601,3970,45.00576
61601,3986,45.79673
61601,4044,39.54569
61601,4244,44.82483
61601,1048,43.64409
10575,58,46.38484
10575,110,46.41032
10575,149,47.47083
10575,411,46.66266
10575,475,47.74614
10575,770,47.62077
10575,772,47.15784
10575,813,47.0758
10575,935,47.43152
10575,976,43.96157
10575,1057,43.81094
10575,1072,47.56599
10575,1096,46.35072
10575,1121,47.74763
10575,1279,47.86053
10575,1339,47.82802
10575,1493,44.19795
10575,1511,47.64165
10575,1534,42.82568
10575,1751,46.44857
10575,1886,46.32186
10575,2129,45.62501
10575,2253,47.82822
10575,2318,47.77155
10575,2353,47.28963
10575,2679,46.3468
10575,2971,46.36788
10575,3026,47.23344
10575,3036,45.98287
10575,3114,46.65757
10575,3121,46.3081
10575,3124,44.00205
10575,3363,47.86005
10575,3364,46.29274
10575,3562,46.30851
10575,3970,47.29118
10575,3986,47.01843
10575,4044,41.63484
10575,4244,46.54056
10575,1048,45.85504
55434,58,46.85654
55434,110,46.86539
55434,149,45.76555
55434,411,46.57375
55434,475,45.82351
55434,770,45.83114
55434,772,45.73
55434,813,45.64006
55434,935,45.50591
55434,976,44.56529
55434,1057,43.68486
55434,1072,45.83446
55434,1096,44.9401
55434,1121,45.81488
55434,1279,45.8177
55434,1339,45.82943
55434,1493,44.81866
55434,1511,45.81702
55434,1534,43.44484
55434,1751,46.70262
55434,1886,46.84739
55434,2129,46.14062
55434,2253,45.82268
55434,2318,45.81172
55434,2353,45.72726
55434,2679,46.83703
55434,2971,46.84072
55434,3026,45.53813
55434,3036,44.59971
55434,3114,46.58041
55434,3121,46.84489
55434,3124,44.17508
55434,3363,45.80127
55434,3364,46.4967
55434,3562,46.81944
55434,3970,45.50026
55434,3986,45.84071
55434,4044,41.66099
55434,4244,47.11038
55434,1048,43.91674
26654,58,45.79663
26654,110,45.80524
26654,149,44.62928
26654,411,45.48804
26654,475,44.67337
26654,770,44.68731
26654,772,44.60912
26654,813,44.52177
26654,935,44.36693
26654,976,43.44873
26654,1057,42.5036
26654,1072,44.69342
26654,1096,43.83565
26654,1121,44.66479
26654,1279,44.66127
26654,1339,44.67463
26654,1493,43.72315
26654,1511,44.67223
26654,1534,42.35004
26654,1751,45.63681
26654,1886,45.78465
26654,2129,45.07009
26654,2253,44.66814
26654,2318,44.66047
26654,2353,44.59969
26654,2679,45.77655
26654,2971,45.78075
26654,3026,44.35538
26654,3036,43.40401
26654,3114,45.49515
26654,3121,45.78076
26654,3124,43.00783
26654,3363,44.64562
26654,3364,45.43431
26654,3562,45.75739
26654,3970,44.32002
26654,3986,44.72847
26654,4044,40.48983
26654,4244,45.99378
26654,1048,42.73344
36241,58,41.7716
36241,110,41.79737
36241,149,42.90561
36241,411,42.06956
36241,475,43.18271
36241,770,43.05767
36241,772,42.59382
36241,813,42.5103
36241,935,42.83748
36241,976,39.31964
36241,1057,39.09236
36241,1072,43.00286
36241,1096,41.7758
36241,1121,43.18453
36241,1279,43.225
36241,1339,43.2347
36241,1493,39.57598
36241,1511,43.07834
36241,1534,38.20546
36241,1751,41.84656
36241,1886,41.70632
36241,2129,41.01923
36241,2253,43.24211
36241,2318,43.20833
36241,2353,42.7245
36241,2679,41.73336
36241,2971,41.75508
36241,3026,42.47109
36241,3036,41.21925
36241,3114,42.0641
36241,3121,41.69194
36241,3124,39.30573
36241,3363,43.24753
36241,3364,41.69854
36241,3562,41.69447
36241,3970,42.52618
36241,3986,42.45519
36241,4044,36.92214
36241,4244,41.91375
36241,1048,41.09631
52394,58,44.15541
52394,110,44.17769
52394,149,45.05109
52394,411,44.31676
52394,475,45.30599
52394,770,45.18436
52394,772,44.73801
52394,813,44.67021
52394,935,45.12946
52394,976,42.03842
52394,1057,42.67052
52394,1072,45.13063
52394,1096,44.04399
52394,1121,45.30852
52394,1279,45.42451
52394,1339,45.38881
52394,1493,42.10714
52394,1511,45.20691
52394,1534,40.74263
52394,1751,44.15494
52394,1886,44.10957
52394,2129,43.38434
52394,2253,45.38772
52394,2318,45.33174
52394,2353,44.87545
52394,2679,44.12087
52394,2971,44.137
52394,3026,46.01146
52394,3036,45.4591
52394,3114,44.31357
52394,3121,44.10039
52394,3124,42.59902
52394,3363,45.41899
52394,3364,43.96547
52394,3562,44.0884
52394,3970,46.04923
52394,3986,44.58109
52394,4044,40.47429
52394,4244,44.37695
52394,1048,45.47001
7347,58,45.5586
7347,110,45.58437
7347,149,46.69261
7347,411,45.85656
7347,475,46.9697
7347,770,46.84467
7347,772,46.38082
7347,813,46.29729
7347,935,46.62448
7347,976,43.10664
7347,1057,42.87936
7347,1072,46.78986
7347,1096,45.5628
7347,1121,46.97153
7347,1279,47.012
7347,1339,47.0217
7347,1493,43.36298
7347,1511,46.86534
7347,1534,41.99246
7347,1751,45.63356
7347,1886,45.49332
7347,2129,44.80623
7347,2253,47.02911
7347,2318,46.99533
7347,2353,46.51149
7347,2679,45.52035
7347,2971,45.54208
7347,3026,46.25809
7347,3036,45.00625
7347,3114,45.8511
7347,3121,45.47893
7347,3124,43.09273
7347,3363,47.03453
7347,3364,45.48554
7347,3562,45.48147
7347,3970,46.31318
7347,3986,46.24219
7347,4044,40.70914
7347,4244,45.70075
7347,1048,44.88331
7416,58,44.00049
7416,110,43.97895
7416,149,42.56688
7416,411,43.55117
7416,475,42.58137
7416,770,42.60776
7416,772,42.58636
7416,813,42.50749
7416,935,42.30035
7416,976,41.71019
7416,1057,40.53753
7416,1072,42.61974
7416,1096,41.87166
7416,1121,42.57296
7416,1279,42.55808
7416,1339,42.57416
7416,1493,42.03425
7416,1511,42.59083
7416,1534,40.66425
7416,1751,43.79308
7416,1886,44.07062
7416,2129,43.4118
7416,2253,42.56815
7416,2318,42.56648
7416,2353,42.55902
7416,2679,44.02544
7416,2971,44.00459
7416,3026,42.22217
7416,3036,41.27999
7416,3114,43.55947
7416,3121,44.08633
7416,3124,41.10203
7416,3363,42.54384
7416,3364,43.65515
7416,3562,44.04842
7416,3970,42.18812
7416,3986,42.72939
7416,4044,38.57303
7416,4244,43.86033
7416,1048,40.60017
55428,58,42.73557
55428,110,42.72296
55428,149,41.73733
55428,411,42.3343
55428,475,41.92916
55428,770,41.8665
55428,772,41.58761
55428,813,41.48611
55428,935,41.53385
55428,976,43.57977
55428,1057,44.674
55428,1072,41.84173
55428,1096,40.72915
55428,1121,41.92152
55428,1279,42.00298
55428,1339,41.99071
55428,1493,42.92908
55428,1511,41.8645
55428,1534,42.10876
55428,1751,42.52446
55428,1886,42.79413
55428,2129,42.6741
55428,2253,41.98227
55428,2318,41.93275
55428,2353,41.63091
55428,2679,42.75049
55428,2971,42.73319
55428,3026,42.34707
55428,3036,42.55081
55428,3114,42.34144
55428,3121,42.8094
55428,3124,45.44481
55428,3363,41.98
55428,3364,42.38521
55428,3562,42.77231
55428,3970,42.25097
55428,3986,41.64776
55428,4044,42.95183
55428,4244,42.87172
55428,1048,41.26555
20166,58,44.99241
20166,110,45.0179
20166,149,46.07841
20166,411,45.27023
20166,475,46.35372
20166,770,46.22835
20166,772,45.76542
20166,813,45.68338
20166,935,46.0391
20166,976,42.56914
20166,1057,42.41852
20166,1072,46.17356
20166,1096,44.9583
20166,1121,46.35521
20166,1279,46.46811
20166,1339,46.43559
